start
start
start
RANK=2 LOCAL_RANK=2 WORLD=3
RANK=1 LOCAL_RANK=1 WORLD=3
RANK=0 LOCAL_RANK=0 WORLD=3
total desired batch size : 491520
calculated gradient accumulation steps : 10
found 99 shards for split train
found 1 shards for split val
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
num decayed parameter tensors: 50, with 124,354,560 parameters
num non-decayed parameter tensors: 98, with 121,344 parameters
using fused AdamW: True
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
validation loss : 10.9824
HellaSwag accuracy : 2435/10042=0.2425
step : 0 | loss : 10.981745 | tok/sec : 8204.954470215296 | lr : 7.874016e-07 | dt : 59.91s
step : 12151 | loss : 3.070822 | tok/sec : 108462.9470200557 | lr : 2.615599e-04 | dt : 4.53s
step : 12152 | loss : 3.335388 | tok/sec : 108144.3277238719 | lr : 2.615180e-04 | dt : 4.55s
step : 12153 | loss : 3.194447 | tok/sec : 108917.70511986851 | lr : 2.614761e-04 | dt : 4.51s
step : 12154 | loss : 3.173588 | tok/sec : 108846.24279771186 | lr : 2.614342e-04 | dt : 4.52s
step : 12155 | loss : 3.164253 | tok/sec : 108909.10880755768 | lr : 2.613923e-04 | dt : 4.51s
step : 12156 | loss : 3.155610 | tok/sec : 108448.77989617013 | lr : 2.613504e-04 | dt : 4.53s
step : 12157 | loss : 3.170240 | tok/sec : 112606.48372052121 | lr : 2.613085e-04 | dt : 4.36s
step : 12158 | loss : 3.181474 | tok/sec : 111182.46559349459 | lr : 2.612666e-04 | dt : 4.42s
step : 12159 | loss : 3.112037 | tok/sec : 110201.33450042724 | lr : 2.612247e-04 | dt : 4.46s
step : 12160 | loss : 3.188333 | tok/sec : 110620.11061022137 | lr : 2.611828e-04 | dt : 4.44s
step : 12161 | loss : 3.173470 | tok/sec : 110460.4650530293 | lr : 2.611410e-04 | dt : 4.45s
step : 12162 | loss : 3.195310 | tok/sec : 110572.10624035081 | lr : 2.610991e-04 | dt : 4.45s
step : 12163 | loss : 3.149289 | tok/sec : 110005.58474048281 | lr : 2.610572e-04 | dt : 4.47s
step : 12164 | loss : 3.172636 | tok/sec : 110850.86386097208 | lr : 2.610153e-04 | dt : 4.43s
step : 12165 | loss : 3.152261 | tok/sec : 111004.62329376745 | lr : 2.609734e-04 | dt : 4.43s
step : 12166 | loss : 3.117824 | tok/sec : 110166.98430653587 | lr : 2.609316e-04 | dt : 4.46s
step : 12167 | loss : 3.129612 | tok/sec : 110423.80611411671 | lr : 2.608897e-04 | dt : 4.45s
step : 12168 | loss : 3.149055 | tok/sec : 110337.2844265412 | lr : 2.608478e-04 | dt : 4.45s
step : 12169 | loss : 3.098140 | tok/sec : 110520.55287716417 | lr : 2.608060e-04 | dt : 4.45s
step : 12170 | loss : 3.124350 | tok/sec : 109856.51626220268 | lr : 2.607641e-04 | dt : 4.47s
step : 12171 | loss : 3.106521 | tok/sec : 110646.29294956195 | lr : 2.607222e-04 | dt : 4.44s
step : 12172 | loss : 3.170308 | tok/sec : 110308.367746371 | lr : 2.606804e-04 | dt : 4.46s
step : 12173 | loss : 3.161159 | tok/sec : 110806.36333498305 | lr : 2.606385e-04 | dt : 4.44s
step : 12174 | loss : 3.170272 | tok/sec : 110832.94972561701 | lr : 2.605966e-04 | dt : 4.43s
step : 12175 | loss : 3.159058 | tok/sec : 110825.94893452317 | lr : 2.605548e-04 | dt : 4.44s
step : 12176 | loss : 3.174123 | tok/sec : 109980.3559632869 | lr : 2.605129e-04 | dt : 4.47s
step : 12177 | loss : 3.153613 | tok/sec : 110049.68512504047 | lr : 2.604711e-04 | dt : 4.47s
step : 12178 | loss : 3.124148 | tok/sec : 110182.48134804182 | lr : 2.604292e-04 | dt : 4.46s
step : 12179 | loss : 3.129720 | tok/sec : 110696.12704936518 | lr : 2.603874e-04 | dt : 4.44s
step : 12180 | loss : 3.135416 | tok/sec : 110640.84172689902 | lr : 2.603455e-04 | dt : 4.44s
step : 12181 | loss : 3.134966 | tok/sec : 110542.94188880162 | lr : 2.603037e-04 | dt : 4.45s
step : 12182 | loss : 3.146420 | tok/sec : 112615.39066219238 | lr : 2.602618e-04 | dt : 4.36s
step : 12183 | loss : 3.140044 | tok/sec : 112039.94589694594 | lr : 2.602200e-04 | dt : 4.39s
step : 12184 | loss : 3.162534 | tok/sec : 111883.82912404487 | lr : 2.601781e-04 | dt : 4.39s
step : 12185 | loss : 3.128045 | tok/sec : 110829.6905239033 | lr : 2.601363e-04 | dt : 4.43s
step : 12186 | loss : 3.203868 | tok/sec : 111614.19040358615 | lr : 2.600945e-04 | dt : 4.40s
step : 12187 | loss : 3.146032 | tok/sec : 112059.8177687805 | lr : 2.600526e-04 | dt : 4.39s
step : 12188 | loss : 3.131151 | tok/sec : 108907.03760987592 | lr : 2.600108e-04 | dt : 4.51s
step : 12189 | loss : 3.183193 | tok/sec : 100599.0805810334 | lr : 2.599689e-04 | dt : 4.89s
step : 12190 | loss : 3.185473 | tok/sec : 99007.13576600944 | lr : 2.599271e-04 | dt : 4.96s
step : 12191 | loss : 3.130624 | tok/sec : 98668.79401320523 | lr : 2.598853e-04 | dt : 4.98s
step : 12192 | loss : 3.141053 | tok/sec : 99171.96846984704 | lr : 2.598435e-04 | dt : 4.96s
step : 12193 | loss : 3.171504 | tok/sec : 98988.32461272972 | lr : 2.598016e-04 | dt : 4.97s
step : 12194 | loss : 3.148139 | tok/sec : 99098.84555791666 | lr : 2.597598e-04 | dt : 4.96s
step : 12195 | loss : 3.132211 | tok/sec : 99048.49123006278 | lr : 2.597180e-04 | dt : 4.96s
step : 12196 | loss : 3.138965 | tok/sec : 100082.98572306502 | lr : 2.596762e-04 | dt : 4.91s
step : 12197 | loss : 3.129239 | tok/sec : 82403.64921439538 | lr : 2.596343e-04 | dt : 5.96s
step : 12198 | loss : 3.107548 | tok/sec : 108900.63465529196 | lr : 2.595925e-04 | dt : 4.51s
step : 12199 | loss : 3.085552 | tok/sec : 109571.19907818329 | lr : 2.595507e-04 | dt : 4.49s
step : 12200 | loss : 3.095301 | tok/sec : 109116.9563716748 | lr : 2.595089e-04 | dt : 4.50s
step : 12201 | loss : 3.112820 | tok/sec : 109153.82176193061 | lr : 2.594671e-04 | dt : 4.50s
step : 12202 | loss : 3.141215 | tok/sec : 109458.56421190588 | lr : 2.594253e-04 | dt : 4.49s
step : 12203 | loss : 3.139131 | tok/sec : 91597.99291878498 | lr : 2.593835e-04 | dt : 5.37s
step : 12204 | loss : 3.137007 | tok/sec : 112330.66168636 | lr : 2.593417e-04 | dt : 4.38s
step : 12205 | loss : 3.146099 | tok/sec : 112353.00027630678 | lr : 2.592999e-04 | dt : 4.37s
step : 12206 | loss : 3.071359 | tok/sec : 111369.81223487952 | lr : 2.592581e-04 | dt : 4.41s
step : 12207 | loss : 3.084182 | tok/sec : 112475.07343206256 | lr : 2.592163e-04 | dt : 4.37s
step : 12208 | loss : 3.121190 | tok/sec : 112803.32413835518 | lr : 2.591745e-04 | dt : 4.36s
step : 12209 | loss : 3.122288 | tok/sec : 112586.76797659733 | lr : 2.591327e-04 | dt : 4.37s
step : 12210 | loss : 3.179357 | tok/sec : 110156.90650377398 | lr : 2.590909e-04 | dt : 4.46s
step : 12211 | loss : 3.145595 | tok/sec : 110814.26703055334 | lr : 2.590491e-04 | dt : 4.44s
step : 12212 | loss : 3.147339 | tok/sec : 112259.02268236526 | lr : 2.590073e-04 | dt : 4.38s
step : 12213 | loss : 3.182472 | tok/sec : 112771.69411550018 | lr : 2.589655e-04 | dt : 4.36s
step : 12214 | loss : 3.166631 | tok/sec : 112127.34219517377 | lr : 2.589237e-04 | dt : 4.38s
step : 12215 | loss : 3.192460 | tok/sec : 112758.30328965666 | lr : 2.588819e-04 | dt : 4.36s
step : 12216 | loss : 3.166696 | tok/sec : 112099.99106499282 | lr : 2.588401e-04 | dt : 4.38s
step : 12217 | loss : 3.163571 | tok/sec : 112400.17373090454 | lr : 2.587984e-04 | dt : 4.37s
step : 12218 | loss : 3.170426 | tok/sec : 112246.98172395493 | lr : 2.587566e-04 | dt : 4.38s
step : 12219 | loss : 3.146886 | tok/sec : 107882.57905379099 | lr : 2.587148e-04 | dt : 4.56s
step : 12220 | loss : 3.136724 | tok/sec : 105530.531044364 | lr : 2.586730e-04 | dt : 4.66s
step : 12221 | loss : 3.224462 | tok/sec : 105277.14394047446 | lr : 2.586312e-04 | dt : 4.67s
step : 12222 | loss : 3.177329 | tok/sec : 105178.45076717183 | lr : 2.585895e-04 | dt : 4.67s
step : 12223 | loss : 3.172150 | tok/sec : 105761.26255366657 | lr : 2.585477e-04 | dt : 4.65s
step : 12224 | loss : 3.163339 | tok/sec : 106018.07319941335 | lr : 2.585059e-04 | dt : 4.64s
step : 12225 | loss : 3.141863 | tok/sec : 106678.96337436368 | lr : 2.584642e-04 | dt : 4.61s
step : 12226 | loss : 3.091834 | tok/sec : 105686.89118227498 | lr : 2.584224e-04 | dt : 4.65s
step : 12227 | loss : 3.147505 | tok/sec : 106029.60550987843 | lr : 2.583806e-04 | dt : 4.64s
step : 12228 | loss : 3.153794 | tok/sec : 106005.13164589388 | lr : 2.583389e-04 | dt : 4.64s
step : 12229 | loss : 3.154200 | tok/sec : 106113.60800441176 | lr : 2.582971e-04 | dt : 4.63s
step : 12230 | loss : 3.110845 | tok/sec : 105847.04657125814 | lr : 2.582554e-04 | dt : 4.64s
step : 12231 | loss : 3.097773 | tok/sec : 106265.06842154503 | lr : 2.582136e-04 | dt : 4.63s
step : 12232 | loss : 3.089833 | tok/sec : 105843.37300385072 | lr : 2.581718e-04 | dt : 4.64s
step : 12233 | loss : 3.183494 | tok/sec : 106356.20945151536 | lr : 2.581301e-04 | dt : 4.62s
step : 12234 | loss : 3.136921 | tok/sec : 106084.28042833552 | lr : 2.580883e-04 | dt : 4.63s
step : 12235 | loss : 3.144808 | tok/sec : 105691.96269869687 | lr : 2.580466e-04 | dt : 4.65s
step : 12236 | loss : 3.146231 | tok/sec : 106335.60476359903 | lr : 2.580048e-04 | dt : 4.62s
step : 12237 | loss : 3.151991 | tok/sec : 106022.33141055825 | lr : 2.579631e-04 | dt : 4.64s
step : 12238 | loss : 3.108051 | tok/sec : 105353.02306250222 | lr : 2.579214e-04 | dt : 4.67s
step : 12239 | loss : 3.129300 | tok/sec : 105769.059794348 | lr : 2.578796e-04 | dt : 4.65s
step : 12240 | loss : 3.126891 | tok/sec : 105746.45801449973 | lr : 2.578379e-04 | dt : 4.65s
step : 12241 | loss : 3.190891 | tok/sec : 106230.72483698514 | lr : 2.577961e-04 | dt : 4.63s
step : 12242 | loss : 3.118999 | tok/sec : 105967.8946127488 | lr : 2.577544e-04 | dt : 4.64s
step : 12243 | loss : 3.124470 | tok/sec : 106104.01783401018 | lr : 2.577127e-04 | dt : 4.63s
step : 12244 | loss : 3.137257 | tok/sec : 106421.31806614227 | lr : 2.576709e-04 | dt : 4.62s
step : 12245 | loss : 3.097289 | tok/sec : 106641.74247395621 | lr : 2.576292e-04 | dt : 4.61s
step : 12246 | loss : 3.147455 | tok/sec : 106379.8137131621 | lr : 2.575875e-04 | dt : 4.62s
step : 12247 | loss : 3.147848 | tok/sec : 106428.92173661564 | lr : 2.575457e-04 | dt : 4.62s
step : 12248 | loss : 3.141961 | tok/sec : 106285.13618067208 | lr : 2.575040e-04 | dt : 4.62s
step : 12249 | loss : 3.121534 | tok/sec : 105961.17359369471 | lr : 2.574623e-04 | dt : 4.64s
step : 12250 | loss : 3.159326 | tok/sec : 106287.95821783185 | lr : 2.574206e-04 | dt : 4.62s
step : 12251 | loss : 3.129013 | tok/sec : 106472.26251872032 | lr : 2.573789e-04 | dt : 4.62s
step : 12252 | loss : 3.143277 | tok/sec : 105851.25301039898 | lr : 2.573371e-04 | dt : 4.64s
step : 12253 | loss : 3.170729 | tok/sec : 106386.14874822707 | lr : 2.572954e-04 | dt : 4.62s
step : 12254 | loss : 3.173779 | tok/sec : 105133.49199758521 | lr : 2.572537e-04 | dt : 4.68s
step : 12255 | loss : 3.107637 | tok/sec : 105995.14689483424 | lr : 2.572120e-04 | dt : 4.64s
step : 12256 | loss : 3.149086 | tok/sec : 105995.95345335502 | lr : 2.571703e-04 | dt : 4.64s
step : 12257 | loss : 3.158585 | tok/sec : 106664.87211138348 | lr : 2.571286e-04 | dt : 4.61s
step : 12258 | loss : 3.168557 | tok/sec : 106216.17165274054 | lr : 2.570869e-04 | dt : 4.63s
step : 12259 | loss : 3.122740 | tok/sec : 106800.6075123423 | lr : 2.570452e-04 | dt : 4.60s
step : 12260 | loss : 3.184731 | tok/sec : 106269.6751729447 | lr : 2.570035e-04 | dt : 4.63s
step : 12261 | loss : 3.139108 | tok/sec : 105683.9005161203 | lr : 2.569618e-04 | dt : 4.65s
step : 12262 | loss : 3.239820 | tok/sec : 105462.40172702647 | lr : 2.569201e-04 | dt : 4.66s
step : 12263 | loss : 3.180750 | tok/sec : 106335.51152304343 | lr : 2.568784e-04 | dt : 4.62s
step : 12264 | loss : 3.133276 | tok/sec : 106192.41020746774 | lr : 2.568367e-04 | dt : 4.63s
step : 12265 | loss : 3.146518 | tok/sec : 106034.98265963026 | lr : 2.567950e-04 | dt : 4.64s
step : 12266 | loss : 3.178361 | tok/sec : 106088.05262616758 | lr : 2.567533e-04 | dt : 4.63s
step : 12267 | loss : 3.100745 | tok/sec : 105642.14098321628 | lr : 2.567116e-04 | dt : 4.65s
step : 12268 | loss : 3.170742 | tok/sec : 106031.13243407797 | lr : 2.566699e-04 | dt : 4.64s
step : 12269 | loss : 3.143571 | tok/sec : 106021.14823690928 | lr : 2.566282e-04 | dt : 4.64s
step : 12270 | loss : 3.162955 | tok/sec : 104874.0132354088 | lr : 2.565865e-04 | dt : 4.69s
step : 12271 | loss : 3.163442 | tok/sec : 105851.17692196749 | lr : 2.565449e-04 | dt : 4.64s
step : 12272 | loss : 3.091780 | tok/sec : 105662.13659938565 | lr : 2.565032e-04 | dt : 4.65s
step : 12273 | loss : 3.107319 | tok/sec : 106214.00461480077 | lr : 2.564615e-04 | dt : 4.63s
step : 12274 | loss : 3.132843 | tok/sec : 105529.17515800959 | lr : 2.564198e-04 | dt : 4.66s
step : 12275 | loss : 3.116262 | tok/sec : 106754.17970081986 | lr : 2.563782e-04 | dt : 4.60s
step : 12276 | loss : 3.096324 | tok/sec : 107259.58224010034 | lr : 2.563365e-04 | dt : 4.58s
step : 12277 | loss : 3.130344 | tok/sec : 107132.57055429315 | lr : 2.562948e-04 | dt : 4.59s
step : 12278 | loss : 3.145187 | tok/sec : 107237.27056596961 | lr : 2.562531e-04 | dt : 4.58s
step : 12279 | loss : 3.146077 | tok/sec : 107624.45409930342 | lr : 2.562115e-04 | dt : 4.57s
step : 12280 | loss : 3.164064 | tok/sec : 107729.78607981147 | lr : 2.561698e-04 | dt : 4.56s
step : 12281 | loss : 3.104528 | tok/sec : 107342.47164483492 | lr : 2.561281e-04 | dt : 4.58s
step : 12282 | loss : 3.122365 | tok/sec : 107420.04292561777 | lr : 2.560865e-04 | dt : 4.58s
step : 12283 | loss : 3.140981 | tok/sec : 107702.24230817234 | lr : 2.560448e-04 | dt : 4.56s
step : 12284 | loss : 3.156715 | tok/sec : 107061.7183141951 | lr : 2.560032e-04 | dt : 4.59s
step : 12285 | loss : 3.177566 | tok/sec : 107323.58380205333 | lr : 2.559615e-04 | dt : 4.58s
step : 12286 | loss : 3.138325 | tok/sec : 107336.37986871498 | lr : 2.559199e-04 | dt : 4.58s
step : 12287 | loss : 3.132202 | tok/sec : 107655.81449638147 | lr : 2.558782e-04 | dt : 4.57s
step : 12288 | loss : 3.183109 | tok/sec : 107688.37444999687 | lr : 2.558366e-04 | dt : 4.56s
step : 12289 | loss : 3.199627 | tok/sec : 107782.12652157932 | lr : 2.557949e-04 | dt : 4.56s
step : 12290 | loss : 3.154499 | tok/sec : 107042.17881714896 | lr : 2.557533e-04 | dt : 4.59s
step : 12291 | loss : 3.122275 | tok/sec : 107314.58368094845 | lr : 2.557116e-04 | dt : 4.58s
step : 12292 | loss : 3.165272 | tok/sec : 108529.30729915688 | lr : 2.556700e-04 | dt : 4.53s
step : 12293 | loss : 3.222205 | tok/sec : 108693.47206162127 | lr : 2.556283e-04 | dt : 4.52s
step : 12294 | loss : 3.204259 | tok/sec : 108661.13775022927 | lr : 2.555867e-04 | dt : 4.52s
step : 12295 | loss : 3.173491 | tok/sec : 108680.04101785517 | lr : 2.555451e-04 | dt : 4.52s
step : 12296 | loss : 3.158900 | tok/sec : 109027.86827052804 | lr : 2.555034e-04 | dt : 4.51s
step : 12297 | loss : 3.146243 | tok/sec : 108758.11812415929 | lr : 2.554618e-04 | dt : 4.52s
step : 12298 | loss : 3.197574 | tok/sec : 108562.46072993224 | lr : 2.554202e-04 | dt : 4.53s
step : 12299 | loss : 3.181727 | tok/sec : 109251.8808191537 | lr : 2.553785e-04 | dt : 4.50s
step : 12300 | loss : 3.155610 | tok/sec : 108307.98337100448 | lr : 2.553369e-04 | dt : 4.54s
step : 12301 | loss : 3.175524 | tok/sec : 109038.95739853154 | lr : 2.552953e-04 | dt : 4.51s
step : 12302 | loss : 3.158222 | tok/sec : 108726.37036325253 | lr : 2.552537e-04 | dt : 4.52s
step : 12303 | loss : 3.196368 | tok/sec : 109009.82947044169 | lr : 2.552120e-04 | dt : 4.51s
step : 12304 | loss : 3.157822 | tok/sec : 108982.72772797881 | lr : 2.551704e-04 | dt : 4.51s
step : 12305 | loss : 3.109949 | tok/sec : 108274.56435279667 | lr : 2.551288e-04 | dt : 4.54s
step : 12306 | loss : 3.113672 | tok/sec : 109164.05211828907 | lr : 2.550872e-04 | dt : 4.50s
step : 12307 | loss : 3.162858 | tok/sec : 108492.25155869336 | lr : 2.550456e-04 | dt : 4.53s
step : 12308 | loss : 3.158682 | tok/sec : 108716.8926475792 | lr : 2.550040e-04 | dt : 4.52s
step : 12309 | loss : 3.223672 | tok/sec : 108858.22043862446 | lr : 2.549624e-04 | dt : 4.52s
step : 12310 | loss : 3.146773 | tok/sec : 108476.13609859785 | lr : 2.549208e-04 | dt : 4.53s
step : 12311 | loss : 3.120597 | tok/sec : 108244.7066265734 | lr : 2.548792e-04 | dt : 4.54s
step : 12312 | loss : 3.082624 | tok/sec : 108396.71913820798 | lr : 2.548375e-04 | dt : 4.53s
step : 12313 | loss : 3.118232 | tok/sec : 108670.93798714441 | lr : 2.547959e-04 | dt : 4.52s
step : 12314 | loss : 3.110520 | tok/sec : 109030.0766897252 | lr : 2.547543e-04 | dt : 4.51s
step : 12315 | loss : 3.172125 | tok/sec : 108521.03495829414 | lr : 2.547127e-04 | dt : 4.53s
step : 12316 | loss : 3.126896 | tok/sec : 108788.69608873797 | lr : 2.546712e-04 | dt : 4.52s
step : 12317 | loss : 3.169065 | tok/sec : 108034.87190989144 | lr : 2.546296e-04 | dt : 4.55s
step : 12318 | loss : 3.126840 | tok/sec : 108862.34770283964 | lr : 2.545880e-04 | dt : 4.52s
step : 12319 | loss : 3.132689 | tok/sec : 108572.26604620887 | lr : 2.545464e-04 | dt : 4.53s
step : 12320 | loss : 3.136647 | tok/sec : 108582.95385700218 | lr : 2.545048e-04 | dt : 4.53s
step : 12321 | loss : 3.145368 | tok/sec : 109087.83871301616 | lr : 2.544632e-04 | dt : 4.51s
step : 12322 | loss : 3.125251 | tok/sec : 108921.95774655999 | lr : 2.544216e-04 | dt : 4.51s
step : 12323 | loss : 3.162331 | tok/sec : 109148.3374621643 | lr : 2.543800e-04 | dt : 4.50s
step : 12324 | loss : 3.190444 | tok/sec : 108811.79017025564 | lr : 2.543385e-04 | dt : 4.52s
step : 12325 | loss : 3.185775 | tok/sec : 108880.03870193049 | lr : 2.542969e-04 | dt : 4.51s
step : 12326 | loss : 3.202672 | tok/sec : 107897.51908553958 | lr : 2.542553e-04 | dt : 4.56s
step : 12327 | loss : 3.209852 | tok/sec : 108961.93370216263 | lr : 2.542137e-04 | dt : 4.51s
step : 12328 | loss : 3.102217 | tok/sec : 109073.67524049987 | lr : 2.541722e-04 | dt : 4.51s
step : 12329 | loss : 3.211542 | tok/sec : 108415.84979010571 | lr : 2.541306e-04 | dt : 4.53s
step : 12330 | loss : 3.095738 | tok/sec : 108773.11800284787 | lr : 2.540890e-04 | dt : 4.52s
step : 12331 | loss : 3.174278 | tok/sec : 108925.15750599434 | lr : 2.540475e-04 | dt : 4.51s
step : 12332 | loss : 3.173599 | tok/sec : 108548.98774138986 | lr : 2.540059e-04 | dt : 4.53s
step : 12333 | loss : 3.139686 | tok/sec : 107849.1511852485 | lr : 2.539643e-04 | dt : 4.56s
step : 12334 | loss : 3.145275 | tok/sec : 108299.31804320512 | lr : 2.539228e-04 | dt : 4.54s
step : 12335 | loss : 3.175693 | tok/sec : 108386.6206948836 | lr : 2.538812e-04 | dt : 4.53s
step : 12336 | loss : 3.207522 | tok/sec : 108318.94361114338 | lr : 2.538396e-04 | dt : 4.54s
step : 12337 | loss : 3.185953 | tok/sec : 108082.91925505892 | lr : 2.537981e-04 | dt : 4.55s
step : 12338 | loss : 3.147416 | tok/sec : 108523.26859455559 | lr : 2.537565e-04 | dt : 4.53s
step : 12339 | loss : 3.179556 | tok/sec : 108477.88841572983 | lr : 2.537150e-04 | dt : 4.53s
step : 12340 | loss : 3.132053 | tok/sec : 108142.3535849652 | lr : 2.536734e-04 | dt : 4.55s
step : 12341 | loss : 3.173258 | tok/sec : 108784.29887415624 | lr : 2.536319e-04 | dt : 4.52s
step : 12342 | loss : 3.181600 | tok/sec : 108670.8119646969 | lr : 2.535904e-04 | dt : 4.52s
step : 12343 | loss : 3.196480 | tok/sec : 108380.33576290222 | lr : 2.535488e-04 | dt : 4.54s
step : 12344 | loss : 3.156425 | tok/sec : 108893.95061292137 | lr : 2.535073e-04 | dt : 4.51s
step : 12345 | loss : 3.204215 | tok/sec : 109121.26500329573 | lr : 2.534657e-04 | dt : 4.50s
step : 12346 | loss : 3.115214 | tok/sec : 108655.46232550286 | lr : 2.534242e-04 | dt : 4.52s
step : 12347 | loss : 3.147995 | tok/sec : 108861.10029332947 | lr : 2.533827e-04 | dt : 4.52s
step : 12348 | loss : 3.156958 | tok/sec : 108059.03467261129 | lr : 2.533411e-04 | dt : 4.55s
step : 12349 | loss : 3.178620 | tok/sec : 108695.60391475871 | lr : 2.532996e-04 | dt : 4.52s
step : 12350 | loss : 3.154929 | tok/sec : 108892.91529248793 | lr : 2.532581e-04 | dt : 4.51s
step : 12351 | loss : 3.163114 | tok/sec : 108313.67376919271 | lr : 2.532165e-04 | dt : 4.54s
step : 12352 | loss : 3.118843 | tok/sec : 108659.95221898373 | lr : 2.531750e-04 | dt : 4.52s
step : 12353 | loss : 3.136900 | tok/sec : 107672.55313905017 | lr : 2.531335e-04 | dt : 4.56s
step : 12354 | loss : 3.096268 | tok/sec : 108423.82098741636 | lr : 2.530920e-04 | dt : 4.53s
step : 12355 | loss : 3.151994 | tok/sec : 108194.84026339787 | lr : 2.530504e-04 | dt : 4.54s
step : 12356 | loss : 3.099008 | tok/sec : 108497.48169196311 | lr : 2.530089e-04 | dt : 4.53s
step : 12357 | loss : 3.092186 | tok/sec : 108816.18386401421 | lr : 2.529674e-04 | dt : 4.52s
step : 12358 | loss : 3.107556 | tok/sec : 107822.76441032984 | lr : 2.529259e-04 | dt : 4.56s
step : 12359 | loss : 3.127823 | tok/sec : 108433.55564836039 | lr : 2.528844e-04 | dt : 4.53s
step : 12360 | loss : 3.171927 | tok/sec : 108506.2358707526 | lr : 2.528429e-04 | dt : 4.53s
step : 12361 | loss : 3.176062 | tok/sec : 108006.18169726594 | lr : 2.528014e-04 | dt : 4.55s
step : 12362 | loss : 3.229277 | tok/sec : 108424.86451416918 | lr : 2.527599e-04 | dt : 4.53s
step : 12363 | loss : 3.163611 | tok/sec : 108670.79477984033 | lr : 2.527184e-04 | dt : 4.52s
step : 12364 | loss : 3.111441 | tok/sec : 109040.65297103662 | lr : 2.526769e-04 | dt : 4.51s
step : 12365 | loss : 3.152604 | tok/sec : 109065.56204743478 | lr : 2.526354e-04 | dt : 4.51s
step : 12366 | loss : 3.164706 | tok/sec : 108320.32091137722 | lr : 2.525939e-04 | dt : 4.54s
